
# =====================================
# FECHA: 27/05/2026 13:49 PM
# =====================================
24.4 49.1 776.15 0.0 1341.0
24.4 49.2 776.18 0.0 1344.0
24.4 49.1 776.14 0.0 1481.0
24.5 49.4 776.16 0.0 1330.0
24.4 49.4 776.15 0.0 1333.0
24.5 49.4 776.17 0.0 1345.0
24.4 49.3 776.17 0.0 1328.0
24.4 49.4 776.16 0.0 1335.0
24.4 49.4 776.17 0.0 1328.0
24.4 49.3 776.16 0.0 1340.0
24.4 49.4 776.1 0.0 1344.0
24.4 49.4 776.11 0.0 1342.0

# =====================================
# FECHA: 27/05/2026 14:36 PM
# =====================================
24.4 49.5 776.12 0.0 1338.0
24.4 49.7 776.14 0.0 1344.0
24.4 49.7 776.11 0.0 1328.0
24.4 49.6 776.13 0.0 1333.0
24.4 49.6 776.12 0.0 1328.0
24.4 49.7 776.16 0.0 1322.0
24.4 49.7 776.13 0.0 1330.0
24.4 49.7 776.21 0.0 1313.0
24.4 49.7 776.19 0.0 1315.0
24.4 49.5 776.17 0.0 1306.0
24.4 49.5 776.16 0.0 1319.0
24.4 49.5 776.14 0.0 1322.0
24.4 49.5 776.15 0.0 1315.0
24.4 49.5 776.19 0.0 1315.0
24.4 49.5 776.17 0.0 1326.0
24.4 49.5 776.22 0.0 1328.0
24.4 49.5 776.2 0.0 1324.0
24.4 49.5 776.18 0.0 1328.0
24.4 49.5 776.2 0.0 1326.0
24.4 49.4 776.18 0.0 1322.0
24.4 49.3 776.2 0.0 1327.0
24.4 49.4 776.23 0.0 1328.0
24.4 49.2 776.25 0.0 1322.0
24.4 49.4 776.22 0.0 1328.0
24.4 49.3 776.21 0.0 1337.0
24.4 49.3 776.19 0.0 1317.0
24.4 49.4 776.24 0.0 1340.0
24.4 49.4 776.17 0.0 1335.0
24.4 49.3 776.22 0.0 1337.0
24.4 49.3 776.18 0.0 1337.0
24.4 49.4 776.19 0.0 1319.0
24.4 49.5 776.19 0.0 1335.0
24.4 49.7 776.24 0.0 1334.0
24.4 49.8 776.19 0.0 1339.0
24.4 49.9 776.19 0.0 1328.0
24.4 49.9 776.22 0.0 1341.0
24.4 49.9 776.2 0.0 1324.0
24.4 49.8 776.22 0.0 1335.0
24.4 49.8 776.14 0.0 1342.0
24.4 49.8 776.21 0.0 1341.0
24.4 49.8 776.18 0.0 1330.0
24.4 49.8 776.18 0.0 1331.0
24.4 49.8 776.19 0.0 1338.0
24.4 49.9 776.17 0.0 1360.0
24.4 49.9 776.19 0.0 1334.0
24.4 49.9 776.17 0.0 1337.0
24.4 49.8 776.16 0.0 1346.0
24.4 49.9 776.12 0.0 1354.0
24.4 49.9 776.09 0.0 1346.0
24.4 49.9 776.18 0.0 1353.0
24.4 49.9 776.21 0.0 1344.0
24.4 49.8 776.14 0.0 1335.0
24.4 49.7 776.2 0.0 1345.0
24.4 49.8 776.21 0.0 1370.0
24.4 50.0 776.17 0.0 1347.0
24.4 49.9 776.18 0.0 1347.0
24.4 49.9 776.22 0.0 1351.0
24.4 49.8 776.14 0.0 1358.0
24.4 50.0 776.23 0.0 1343.0
24.4 49.9 776.2 0.0 1340.0

# =====================================
# FECHA: 27/05/2026 14:42 PM
# =====================================
24.4 49.8 776.18 0.0 1349.0
24.4 50.0 776.17 0.0 1337.0
24.4 50.0 776.18 0.0 1335.0
24.4 49.9 776.14 0.0 1355.0
24.4 49.9 776.13 0.0 1338.0
24.4 49.9 776.17 0.0 1341.0
24.4 49.8 776.16 0.0 1353.0
24.4 49.7 776.21 0.0 1343.0
24.4 49.6 776.17 0.0 1344.0
24.4 49.6 776.18 0.0 1334.0
24.4 49.6 776.19 0.0 1332.0
24.4 49.6 776.12 0.0 1337.0
24.4 49.7 776.15 0.0 1328.0
24.4 49.6 776.18 0.0 1335.0
24.4 49.7 776.14 0.0 1335.0
24.4 49.8 776.16 0.0 1425.0
24.4 49.8 776.13 0.0 1334.0
24.4 49.9 776.16 0.0 1329.0
24.4 49.9 776.15 0.0 1314.0
24.4 50.0 776.19 0.0 1328.0
24.4 49.8 776.17 0.0 1333.0
24.4 49.9 776.18 0.0 1325.0
24.4 49.8 776.17 0.0 1327.0
24.4 49.9 776.15 0.0 1319.0
24.3 49.8 776.13 0.0 1465.0
24.4 50.1 776.18 0.0 1333.0
